XX,Unnamed: 1,311,Unnamed: 3,C,1.65,81.65441111311122122122122112111211111111111112111 112111111121212311112412216221131 2 112113313121
XX,,4212,,E,,5111111122221223122221121112111111111111111111112111111111411111112556214222351422221113782522
XX,,5232,,E,1.68,74.845323111111221221221221115111221136111111111211111743323431413212124884118221211323221121611522
XX,,6122,,E,,4128113111211221221221121111781135212845211211111523333311326611115136218221341311111125711522
XX,,3212,,E,1.85,56.705111111131221211221211115111113135212211111111111523324211333342123381126221331421111132683522
XX,,5212,,E,1.80,72.584111115211121225222221121111111112111111111111111332332211326311117866328221 21523411123561422
XX,,6232,,E,1.83,74.845111151111221221221221116111781135226826111111111723326211341212135181128221327324211121416522
XX,,4112,,E,1.52,73.483111111111221221222221121112111111111111111111112111111131411111144211216225211722111111413522
XX,,4212,,BC,1.65,61.245111111122221221221122321111111115111111111111111632331331322212112411316222311421111135513522
XX,,6132,,C,1.63,53.07412 111111221223221 11121112111111111111111111111723323331327647446511126332121722111124511122
XX,,5222,,E,1.70,63.505111111111211211222221121112111111111111111111112111111111332141121311111321171111111111312512
XX,,4112,,C,1.57,72.125322111111221223222121121112111113111111111111112111111111412211121151216225141221111112751522
XX,,4211,A,,1.68,65.7751221151111212232222211  11211111111111116111111    3  2113353231431613162251417211111 2551522
XX,,7132,,C,1.63,136.0841111111112212212222211211121111311111666111111 1733338311517712323311146224121321111132221122
XX,,4222,,C,1.75,73.94312211111122122122222 1211121111162128 1111111111623322211322323122546317222151221111133281522
XX,,3112,,E,1.68,97.523111111111121211122121113111111114111125111111112111111153511175145211228225421223111111513121
XX,,4212,,E,1.88,122.473111351111221265 1222111411178313322681111  11111222322211431443117186118221131424321126181522
XX,,7232,,E,1.93,68.043325211153121221221121112111441122756872611111111533224211335213152131113335351 24311222283212
XX,,5132,,E,1.65,49.905322531188221222111211121112111111111111111111112111111133341322123661216222351223331114343511
XX,,5112,,E,1.52,52.165511111211221231122221121112111111111111111111112111111111417411146126112 21311722111111112521
XX,,5232,,C,,33111111332212212211133151114 11211111111111111121111114314123221228 6114335331 212111 3311 1
XX,,522,,C,1.90,131.543511413111211244121221113111581332212846411111111433238211513313 33146117222341423111123311122
XX,,7241,,,1.73,95.265123111111221221122221121112111131111111111111112111111111411212122641217221251122111112633522
XX,,5132,,C,1.80,83.015122111111221221222221121112111116111111111111111623336311411211111866418111151121111123261522
XX,,6132,,C,1.63,59.88412311111122122122222112111211 11111111111111111173333123133661614245121622 251121111122241522
XX,,5122,,C,1.65,68.041111111111221225112221121111381121111136321111112111111121211211112111116221421122211112341521
XX,,6142,,E,1.60,47.175122111211221211121121121112111111111111111211112111111141221111125851116222551223111111112421
XX,,6132,,E,1.75,74.844122111111121221222221121112111111111111111111112111111111341222122871425221141221111113532522
XX,,5222,,C,1.83,83.9241111111112212112112211211121111311111111211111117 233821131554 113536428223351221111122361522
XX,,7142,,E,1.78,74.845128111111221221222221121111111115111111111111111823333311411123133886418321331123311123426522
XX,,6232,,E,1.75,63.504127111111221222222221115241741125336526111111111623324211222424222886218321241221111123256522
XX,,5132,,C,1.60,70.315111111111221211222221121112111115212511111111111632324441332213122636318222221121111122211522
XX,,5222,,C,1.78,79.3855 211121112122222122112111211113  1  11111111111723333211317745445761416225121322311125681522
XX,,7242,,C,1.85,63.5021245511  12123521211111311166122356 77514331663167332821122221111184  44333422122135621142121
XX,,6132,,C,1.65,62.605125111111121222221111121111111116111136111111112111111331331411132351316221531124221122751511
XX,,4222,,C,1.90,69.855411111143221212122221115112111131111111111111112111111211325212122886216222241321311132761522
XX,,6142,,E,1.63,53.075122111111111221222221121111281125111111111111111442324311341222113421116221341121111122514522
XX,,7232,,C,1.93,111.135122111111221221222221121112111111111111111111111723337211536546115886316111161221111127681522
XX,,6232,,E,1.80,122.475222111111221221222221121111  11 6111111111211212111111112413322222661116331241221111112361522
XX,,6222,,C,1.73,70.314123111111211221222221121111421121111111111111111676325211522512111581456222141221111134381522
